Identifiant,Url,Titre,Latitude,Longitude,Resume,Capacite_accueil,NombreSdB,NbChambres,NbLits,Type_logement,type_propriete,type_lit,Animal_sur_place,Cuisine,Internet,television,produits_base,Shampooing,Chauffage,Climatisation,machine_laver,seche_linge,parking_sur-place,wifi,television_cable,petit_dejeuner,animaux_acceptes,pourEnfants_famille,adapte_evenements,logement_fumeur,accessibilite,Ascenseur,cheminee_interieur,Interphone,Portier,Piscine,Jacuzzi,salle_sport,Entree_24-24,Cintres,fer_repasser,seche_cheveux,espace_travail_ordi,detecteur_fumee,monoxyde_carbone_detect,kit_secours,fiche_securite,extincteur,porte_chambre_verrou,rection_semaine,reduction_mois,surcout_voyageur_supp,frais_menage,Caution,conditions_annulation,Description,reglement_interieur,duree_minimale_sejour,Prix_Estime 
13153560,https://www.airbnb.fr/rooms/13153560,Appartement avec terrasse Sud sur jardin botanique,44.8460491136,-0.5606001388,"Appartement avec séjour 46 m2 parqueté, 2 chambres spacieuses, terrasse 16 m2 donnant sur jardin botanique. Situé rive droite, à proximité de la Garonne, à 300 mètres du Batcub et à 600 mètres du pont de pierre et de la ligne de tramway. Stationnement gratuit sur les quais.",4,2,2,0,Logement entier,Appartement,nan,nan,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,20,49,0,0,500,Strictes,"Appartement avec séjour 46 m2 parqueté, 2 chambres spacieuses, terrasse 16 m2 donnant sur jardin botanique. Situé rive droite, à proximité de la Garonne, à 300 mètres du Batcub et à 600 mètres du pont de pierre et de la ligne de tramway. Stationnement gratuit sur les quais.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 17:00 - 21:00.

",2,95.37572395376083
13153978,https://www.airbnb.fr/rooms/13153978,Chambre accès privatif dans jardin,44.8549496287,-0.5867104131,Mon logement est proche de le centre ville. Mon logement est parfait pour les couples et les voyageurs en solo.,2,1,1,0,Chambre privée,Maison,Vrai lit,nan,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,5,200,Flexibles,Mon logement est proche de le centre ville. Mon logement est parfait pour les couples et les voyageurs en solo.,"Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

",1,60.01429353666481
13158477,https://www.airbnb.fr/rooms/13158477,Appartement  les Chartrons,44.8610747584,-0.5660421281,"Proche stade football matmut atlantique
Arret de tram tout proche
Centre ville 5 min en tram et 15 min en vélo
la cuisine
tres eclairé",4,1,0,0,Logement entier,Appartement,nan,nan,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20,1200,Flexibles,"Proche stade football matmut atlantique

Arret de tram tout proche

Centre ville 5 min en tram et 15 min en vélo

la cuisine

tres eclairé","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

- Seul les couples peuvent séjourner",6,88.69610556407588
13163505,https://www.airbnb.fr/rooms/13163505,Appartement agréable 45m2 + Mezzanine,44.8350821794,-0.5691795722,"Appartement deux pièces, chaleureux et fonctionnel. Bien situé.
Possibilité d'adapter le prix si réservation à la semaine en Aout !

Appartement deux pièces chaleureux et lumineux, dans immeuble ancien. Salon cosy avec pierre apparente, cheminée en marbre, parquet au sol. Cuisine tout équipée ouverte. Douche. WC séparé. Chambre en deux parties: bureau/dressing en bas, et lit dans une agréable mezzanine. L'appartement dispose également de trois balconnets.

Proche de la station Porte de Bourgogne (2min à pied), tram direct pour la place la Bourse (1 arrêt), Quinconces (2 arrêts), direct jusqu'au nouveau stade Matmut Atlantique.

A deux min à pied de la place Saint-Michel (marché le samedi), et 7min à pied pour le célèbre marché des capucins. Egalement proche de la célèbre rue Sainte Catherine.. Quartier agréable et dynamique: non loin des places Fernand Lafargue (4min), place Camille Jullian (7min). À deux minutes à pied des quais. Bref appartement non loin de tout, et de toutes commodités.",3,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,15,0,nan,"Le logement

Appartement deux pièces chaleureux et lumineux, dans immeuble ancien. Salon cosy avec pierre apparente, cheminée en marbre, parquet au sol. Cuisine tout équipée ouverte. Douche. WC séparé. Chambre en deux parties: bureau/dressing en bas, et lit dans une agréable mezzanine. L'appartement dispose également de trois balconnets.

Accès des voyageurs

Proche de la station Porte de Bourgogne (2min à pied), tram direct pour la place la Bourse (1 arrêt), Quinconces (2 arrêts), direct jusqu'au nouveau stade Matmut Atlantique.

Le quartier

A deux min à pied de la place Saint-Michel (marché le samedi), et 7min à pied pour le célèbre marché des capucins. Egalement proche de la célèbre rue Sainte Catherine.. Quartier agréable et dynamique: non loin des places Fernand Lafargue (4min), place Camille Jullian (7min). À deux minutes à pied des quais. Bref appartement non loin de tout, et de toutes commodités.","Ne convient pas aux animaux

Pas de fête ni de soirée

",2,60.64649544947406
13164843,https://www.airbnb.fr/rooms/13164843,T1 bis Bordeaux sainte catherine,44.8378710232,-0.5752374514,"L'appartement est situé à Sainte Catherine, en plein centre de Bordeaux . Vous apprécierez mon logement pour l'emplacement. Mon logement est parfait pour les couples, les voyageurs en solo ou d'affaires.
L'appartement dispose d'une cuisine, d'une salle de bain, d'un grand salon et d'une chambre mezzanine.",2,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,10,85,Flexibles,"L'appartement est situé à Sainte Catherine, en plein centre de Bordeaux . Vous apprécierez mon logement pour l'emplacement. Mon logement est parfait pour les couples, les voyageurs en solo ou d'affaires.

L'appartement dispose d'une cuisine, d'une salle de bain, d'un grand salon et d'une chambre mezzanine.","Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

- 2 personnes maximum dans l'appartement. L'appartement est mal insonorisé, de ce fait, aucune personne supplémentaire ne peut y être convié.",1,54.165346775147555
13166120,https://www.airbnb.fr/rooms/13166120,Studio lumineux idéalement placé,44.8359461131,-0.5795850969,"Studio lumineux de 23m2 comprenant un coin nuit séparé, un salon, une cuisine équipée et une salle de bain. Idéalement situé dans un quartier animé, proche de la place Pey-Berlan, vous êtes proches de l'hyper-centre et du tramway. Parfait pour un week-end à deux !

Tram A - Palais de Justice
Ligne 1 - Palais de Justice

Deux nuits minimum",2,1,1,0,Logement entier,Appartement,nan,nan,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Flexibles,"Transports

Tram A - Palais de Justice

Ligne 1 - Palais de Justice

Autres remarques

Deux nuits minimum","L'entrée dans les lieux se fait après 21:00

Un comportement respectueux et pas de soirée",2,49.43860897581362
13168817,https://www.airbnb.fr/rooms/13168817,APPARTEMENT A LOUER POUR L'EURO 2016,44.8576215704,-0.5770487229,Mon logement est a 2 min du tram \,6,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,Flexibles,"Mon logement est a 2 min du tram ""tram C direction parc des expositions arrêt EMILE COUNORD ou GRAND PARC"". il est surtout a quelques minutes du stade en tram. Je loue exclusivement mon appart pour l'EURO 2016. Une grande terrasse de plus de 40m2 très lumineux, . Mon logement est parfait pour cette événement entre amis ou couple avec enfants. Il y a un lit dans la chambre, 1 canapé convertible dans le salon et éventuellement un canapé convertible sur la terrasse.","Pas de fête ni de soirée

- MERCI DE RESPECTER LE BRUIT POUR LES VOISINS.",2,86.74154352480764
13177128,https://www.airbnb.fr/rooms/13177128,Chambre privée,44.8243888992,-0.5599025029,"Chambre privée de 24 m2 pour deux personnes à 100 m de la gare et du tram ligne C. Très lumineux, au rez de chaussée d'une copropriété, proche de commerces et restaurants.",2,5,1,0,Chambre privée,Maison,Canapé convertible,nan,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,10,25,0,0,0,Flexibles,"Chambre privée de 24 m2 pour deux personnes à 100 m de la gare et du tram ligne C. Très lumineux, au rez de chaussée d'une copropriété, proche de commerces et restaurants.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

",1,44.942232266362225
13177860,https://www.airbnb.fr/rooms/13177860,T2 idéal pour visiter Bordeaux !!!,44.8378493162,-0.5709348536,"Appartement rénové idéalement situé, dans le vieux Bordeaux, proche du tram, à 20 minutes à pied de la gare, emplacement idéal pour découvrir la ville. Dans un immeuble classé au patrimoine mondial de de l'unesco, immergez vous au cœur de la ville.",2,1,1,0,Logement entier,Appartement,nan,nan,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flexibles,"Appartement rénové idéalement situé, dans le vieux Bordeaux, proche du tram, à 20 minutes à pied de la gare, emplacement idéal pour découvrir la ville. Dans un immeuble classé au patrimoine mondial de de l'unesco, immergez vous au cœur de la ville.",nan,1,48.56830587762943
13181417,https://www.airbnb.fr/rooms/13181417,Chambre - centre historique Bordeaux,44.8391301502,-0.5711697303,"Chambre et salle de bain privée dans un appartement situé à Bordeaux quartier Saint-Pierre (Place du Palais) dans le Centre historique.
Proche toutes commodités (boulangerie, épiceries, cave à vins) - proche Tram lignes A,B,C
Immeuble en pierre - Surface 65 m² - tout équipé (lave-vaisselle, machine à laver, four) - internet - vue agréable - bien isolé du bruit",2,1,1,0,Chambre privée,Appartement,Vrai lit,nan,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Flexibles,"Chambre et salle de bain privée dans un appartement situé à Bordeaux quartier Saint-Pierre (Place du Palais) dans le Centre historique.

Proche toutes commodités (boulangerie, épiceries, cave à vins) - proche Tram lignes A,B,C

Immeuble en pierre - Surface 65 m² - tout équipé (lave-vaisselle, machine à laver, four) - internet - vue agréable - bien isolé du bruit","Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux bébés (0-2 ans)

",1,48.80296387818362
13182102,https://www.airbnb.fr/rooms/13182102,Superbe 60m2 lumineux en plein coeur de Bordeaux,44.8447540191,-0.5806469348,"Mon logement est proche de les activités adaptées aux familles, les transports en commun et la vie nocturne. Vous apprécierez mon logement pour la hauteur des plafonds, la vue, l'emplacement et l'ambiance. Mon logement est parfait pour les couples, les voyageurs en solo, les voyageurs d'affaires et les familles (avec enfants).

Location saisonnière meublée dans un charmant appartement cosy, lumineux et confortable de 60 m2. Il est situé au 1er étage sans ascenseur en plein coeur de Bordeaux. Il est également équipé de la climatisation.

Cet appartement situé dans un immeuble ancien a été entièrement rénové, décoré et équipé. Il se compose de :
- un hall d'entrée
- un salon avec un canapé, une table basse, 2 fauteuils, une table de salle à manger pour 4 personnes, une TV, internet/wifi et un bureau
- une cuisine séparée entièrement équipée de : four/micro-ondes, lave-vaisselle, frigidaire, plaques induction, bouilloire, machine Nespresso, grille-pain et tout le nécessaire pour cuisiner
- une chambre avec un lit double de 160 x 200 cm, un placard de rangement et une commode
- une salle de douche avec lavabo, petit meuble de rangement, sèche-serviettes et sèche-cheveux
- un WC séparé

Appartement équipé de lave-linge, sèche-linge, fer et table à repasser.
Le linge de maison est fourni (draps, serviettes et torchons) et les lits sont faits à votre arrivée.

Accès à la totalité du logement

Prise en charge des voyageurs sur la totalité de leur séjour

L'ouverture de la rue de Turenne est un véritable feuilleton à épisode!
Le premier tronçon est percée en 1785 et nommé rue Ozée. Vers 1820, on relie trois impasses : celle de la Taupe, l'impasse Turenne et l'impasse Burguet. En 1850, on prolonge la rue Burguet. En 1857, on construit un nouveau tronçon... Dix ans après, on relie la rue Colbert à la rue Paulin et enfin en 1881, la rue Paulin à la rue de Lerme (Goya)! Vers l'Ouest, après une avancée jusqu'à la rue de Bel Orme en 1869, il faudra attendre 1886 et une pétition des riverains pour que la rue Turenne rejoigne enfin le boulevard...
On aura deviné que le maréchal de France n'est pour rien dans le nom de cette artère. Turenne était le particulier qui avait ouvert l'impasse originelle.

Située dans un quartier calme, non loin des transports en communs",2,1,1,0,Logement entier,Appartement,nan,nan,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,14,30,0,0,1000,Modérées,"Le logement

Location saisonnière meublée dans un charmant appartement cosy, lumineux et confortable de 60 m2. Il est situé au 1er étage sans ascenseur en plein coeur de Bordeaux. Il est également équipé de la climatisation.

Cet appartement situé dans un immeuble ancien a été entièrement rénové, décoré et équipé. Il se compose de :

- un hall d'entrée

- un salon avec un canapé, une table basse, 2 fauteuils, une table de salle à manger pour 4 personnes, une TV, internet/wifi et un bureau

- une cuisine séparée entièrement équipée de : four/micro-ondes, lave-vaisselle, frigidaire, plaques induction, bouilloire, machine Nespresso, grille-pain et tout le nécessaire pour cuisiner

- une chambre avec un lit double de 160 x 200 cm, un placard de rangement et une commode

- une salle de douche avec lavabo, petit meuble de rangement, sèche-serviettes et sèche-cheveux

- un WC séparé

Appartement équipé de lave-linge, sèche-linge, fer et table à repasser.

Le linge de maison est fourni (draps, serviettes et torchons) et les lits sont faits à votre arrivée.

Accès des voyageurs

Accès à la totalité du logement

Échanges avec les voyageurs

Prise en charge des voyageurs sur la totalité de leur séjour

Le quartier

L'ouverture de la rue de Turenne est un véritable feuilleton à épisode!

Le premier tronçon est percée en 1785 et nommé rue Ozée. Vers 1820, on relie trois impasses : celle de la Taupe, l'impasse Turenne et l'impasse Burguet. En 1850, on prolonge la rue Burguet. En 1857, on construit un nouveau tronçon... Dix ans après, on relie la rue Colbert à la rue Paulin et enfin en 1881, la rue Paulin à la rue de Lerme (Goya)! Vers l'Ouest, après une avancée jusqu'à la rue de Bel Orme en 1869, il faudra attendre 1886 et une pétition des riverains pour que la rue Turenne rejoigne enfin le boulevard...

On aura deviné que le maréchal de France n'est pour rien dans le nom de cette artère. Turenne était le particulier qui avait ouvert l'impasse originelle.

Transports

Située dans un quartier calme, non loin des transports en communs","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 14:00 - 20:00.

Comment s'acquitter du dépôt de garantie? 

De préférence par une autorisation sur votre carte de crédit avant votre arrivée. Un email vous sera envoyé dans ce sens avant votre arrivée. 

Soit à votre arrivée à la remise des clefs par un cheque tiré sur une banque française (ne pas oublier sa carte d'identité). Il vous sera rendu si aucune dégradation ou dommage n'a été constaté dans l'appartement et s'il est rendu dans un bon état de propreté.

Annulations du fait de Bordeaux Autrement : 

Dans le cas ou des impondérables (incendie – dégât – cambriolage etc…) rendraient l'appartement inaccessible, Bordeaux Autrement s'engage à vous reloger dans un appartement de catégorie identique ou supérieur situé le plus proche possible de celui que vous aurez choisi sans que cela change quoi que ce soit en matière de date ou de prix. Dans l'hypothèse où se changement ne pourra se faire, l'intégralité des sommes perçues par nous vous seront remboursées. Bordeaux Autrement ne pourra aucunement faire l'objet d'une demande d'indemnité.

Que comprennent les tarifs proposés ? 

Les tarifs proposées s'entendent toutes charges et taxes liées à l'appartement comprises (eau - gaz - electricité - linge de maison - ménage avant votre arrivée – accueil). Aucun supplément ne vous sera demandé, sur la base d'une location standard. Les tarifs ne dépendent pas du nombre de personnes qui occupent l'appartement dans la limite du nombre de personnes que peut contenir l'appartement. 

Exemple : Que vous soyez 2 ou 3 dans un appartement qui peut contenir 4 personnes le prix à la nuitée sera le même. Si vous prenez l'option de nos « Service Plus », ils seront facturés en sus.

Durée de la location: 

Le nombre de jours de location est d'un minimum de DEUX jours. Pour les séjours de deux jours et seulement un supplément de 75 € TTC vous sera facturé pour les frais inhérents à la rotation plus rapide. Le séjour ne pourra pas excéder le nombre de nuitées indiquées sur le contrat initial, sauf accord écrit de Bordeaux Autrement. Entrées – Sorties Arrivée : 

Elle se fait dans l'appartement entre 14h et 20h. Lors de votre réservation nous vous demanderons de nous indiquer précisément votre heure d'arrivée pour qu'un de nos agents puissent vous attendre à l'appartement choisi. En cas de retard nous vous demanderons de nous prévenir afin de nous réorganiser. Avec le contrat, qui vous aura été envoyé, sera joint l'itinéraire et le numéro de la personne à prévenir en cas de retard. Un supplément de 30 € vous sera facturé si l'arrivée doit se faire après 20h, et un supplément de 50 € pour toute arrivée après 22h. Si l'appartement n'est pas occupé la nuit d'avant nous vous offrons la possibilité d'arrivée avant 14h. Merci de contacter nos services si vous êtes concernés, nous nous ferons un plaisir d'accéder à votre demande. 

Retard : 

Un agent devant vous attendre pour vous accueillir, en cas de retard à l'arrivée, nous vous demandons de nous prévenir le plus tôt possible. Tout retard supérieur à une heure sera facturé 30 €. 

Départ : 

Le check out/remise des clés départ doit se faire entre 8h et 11h. Notre représentant, suivant une heure convenue, vous retrouvera à l'appartement pour un état des lieux et la reprise des clefs. Si vous devez partir avant 8h un supplément de 30€ vous sera chargé. Dans l'hypothèse où l'appartement n'est pas occupé la nuit suivante nous vous offrons la possibilité de rester dans les lieux jusqu'à 15h. Afin de vous organiser n'hésitez pas à contacter nos services qui vous indiqueront ou non la possibilité de rester. 

Toute retard ou absence à la remise des clés du départ sera facturé 30 €. 

Ménage et état de sortie: 

Les appartements doivent être rendus dans l'état de propreté dans lequel ils ont été confiés aux locataires, à l'exception du linge de maison (les draps et serviettes n'ont pas besoin d'être nettoyés par le locataire). 

Si le locataire ne souhaite pas faire le ménage de sortie, il a la possibilité d'acheter cette prestation, en même temps que sa réservation, pour 40 € (voir service Chiffons et Serpillère). Si l'appartement devait être rendu dans un état de propreté non satisfaisant, la somme de 80 € pourra être retenue sur la caution du locataire.

Day Use: 

Si votre départ de l'appartement doit se faire au-delà de 15h, nous vous proposons de le garder en ne payant que 20% du prix de la nuitée jusqu'à une limite de 19h à condition qu'il ne soit pas loué le soir même. Si vous êtes dans ce cas, contactez nous, nous essayerons de faire aboutir votre demande.

Dimanche et jours fériés: 

Nous vous informons que si vous prévoyez d'arriver ou de partir de l'appartement un dimanche ou un jour férié du calendrier français il vous sera demandé un supplément de 30€.

Appartement non-fumeur: 

Dans le respect de la santé de chacun, tous nos appartements sont non fumeurs. Nous vous demanderons donc de respecter ce choix pour un meilleur environnement.

Capacité de l'appartement: 

Le nombre de personnes occupant l'appartement ne doit absolument pas dépasser le nombre de couchage indiqué sur la fiche technique du bien loué. Aucune dérogation ne sera donnée. Ceci pour garantir un confort maximum à nos clients.

Utilisation des lieux: 

Une fois le contrat de location signé par les deux parties, le locataire s'engage à respecter les règles suivantes : L'appartement ne sera occupé que pour des fins privées durant son séjour touristique ou professionnel. En aucun cas il ne pourra être utilisé pour une activité commerciale, artisanale ou professionnelle. 

L'appartement devra être occupé par le signataire du contrat et ses accompagnants dans la limite du nombre de personnes que peut accueillir le lieu. 

Le locataire et ses accompagnants s'engagent à ne commettre aucun acte pouvant nuire à la tranquillité des autres habitants de l'immeuble. Les règles de copropriétés sont applicables au locataire. 

Dans le cas d'une plainte pour nuisance du voisinage, seul la responsabilité du locataire est engagée. 

Toutes les dégradations intentionnelles ou non causées par le locataire durant son séjour lui seront facturées. 

Bordeaux Autrement ne pourra être tenu responsable des coupures d'eau, gaz ou électricité, des vols ou dommage d'effets personnels et des nuisances dues au voisinage. 

Le locataire a pour obligation de rendre l'appartement dans l'état où il l'a trouvé. Dans le cas contraire, il autorise l'agence à engager à ses frais les dépenses nécessaires pour la libération ou la remise en l'état des locaux.

How to pay the security deposit? 

By authorisation of a debit on your credit card, an e-mail confirmation will be sent to you prior to your arrival. 

Deposit in cash is not allowed. 

This sum will be returned to you if no deterioration or damage is noted in the apartment at the time of your departure and the apartment has been cleaned.

Cancellations on the part of Bordeaux Autrement: 

If unexpected deteriorations or damages (fire – water damage – burglary, etc…) make an apartment unavailable, Bordeaux Autrement commits to relocating you to a comparable or superior apartment, located as close as possible to the one originally selected, without any changes to rental length, dates or cost. In case a relocation is impossible, the entirety of the amounts received by Bordeaux Autrement will be refunded to you. Bordeaux Autrement cannot be held liable for compensation. Modifications at your requestAs to modifications made at your request, concerning your arrival or departure date, or the choice of apartment. If the modification request is done 30 days before your arrival date, no fee will be applied. If the modification request occurs less than 30 days before your scheduled arrival date, as per our cancellation policy, you will be required to pay the reser",3,76.98104545920796
13185176,https://www.airbnb.fr/rooms/13185176,DANS VILLA T4 3 CH TERRASSE ARBOREE PARKING PRIVE,44.829117846,-0.5914683512,AU 1ER ET DERNIER ETAGE D UNE VILLA AU COEUR DE BORDEAUX SUPERBE APPARTEMENT LUMINEUX PARQUET MAGNIFIQUE TERRASSE DE 64 M2 ARBOREE 2 PLACES DE PARKING AVEC TELECOMMANDE 3 CH UNE SALLE DE BAINS DOUCHE A L ITALIENNE ET BAIGNOIRE CHEMINEE DECO SOIGNEE SALON AVEC SA CUISINE US LE PROPRIETAIRE VOUS RECOIT PERSONNELLEMENT,6,1,3,0,Logement entier,Appartement,nan,nan,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Strictes,"AU 1ER ET DERNIER ETAGE D UNE VILLA AU COEUR DE BORDEAUX SUPERBE APPARTEMENT LUMINEUX PARQUET MAGNIFIQUE TERRASSE DE 64 M2 ARBOREE 2 PLACES DE PARKING AVEC TELECOMMANDE 3 CH UNE SALLE DE BAINS DOUCHE A L ITALIENNE ET BAIGNOIRE CHEMINEE DECO SOIGNEE SALON AVEC SA CUISINE US LE PROPRIETAIRE VOUS RECOIT PERSONNELLEMENT

NATIF DE BORDEAUX NOMBREUX VOYAGES A L ETRANGER ET LOUEUR EN MEUBLE PROFESSIONNEL","Pas de fête ni de soirée

RESPECT ET CALME",6,117.78056909683528
13190060,https://www.airbnb.fr/rooms/13190060,Charmant appartement T2,44.8246150884,-0.5689253449,"A proximité du Marché des Capucins et du quartier Saint-Michel, l’un des plus authentiques de la ville. Premier étage d'un petit immeuble calme et central, proche de toutes commodités : restaurants, cafés, épicerie, bus, tramway, VCub. Idéal pour une ou deux personnes, chambre avec lit double (140cm), s-d-b baignoire, toilettes séparées, cuisine équipée ouverte sur un salon (sofa d’appoint pour une personne) et un espace bureau. Place parking en sus (voir en direct avec propriétaire)

Il s'agit de ma résidence principale, restaurée dans le style ancien avec hauts plafonds, parquet et pierre apparente. Baigné de lumière cet appartement atypique est situé dans un immeuble de 2 étages qui réunit 3 appartements seulement et des voisins discrets et sympathiques.

Vous avez accès à toutes les pièces de l'appartement dont tous les équipements sont mis à votre disposition.

Documents, cartes et guides laissés à votre attention vous permettront d'organiser et de profiter pleinement de votre séjour. Nous restons également à votre disposition durant toute la durée de votre voyage.

Avec ses échoppes traditionnelles et sa jolie place animée de cafés et de commerces, le quartier Nansouty constitue un petit village tranquille et convivial dans la ville. A deux pas, au Marché des Capucins, vous pouvez savourer les traditionnelles huîtres du dimanche matin avant d'aller siroter un café sur la Place Saint Michel face à Flèche de style gothique et aux étals des antiquaires. Ce quartier, le plus cosmopolite de la ville, borde les quais aménagés de la Garonne et offre une multitude de restaurants et de bars, hauts lieux de regroupements des milieux artistiques.

Le logement est situé à proximité (2min) de plusieurs arrêt de bus et d'une station de vélo VCub , les stations des lignes de tramway St Michel et Bergonié sont respectivement à 10-15 min à pieds. La Gare est à 20min à pieds et est desservie par un bus dont l'arrêt est à 2min à pieds.

Le sofa peut servir de couchage d'appoint supplémentaire pour une personne.",3,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,20,700,Flexibles,"Le logement

Il s'agit de ma résidence principale, restaurée dans le style ancien avec hauts plafonds, parquet et pierre apparente. Baigné de lumière cet appartement atypique est situé dans un immeuble de 2 étages qui réunit 3 appartements seulement et des voisins discrets et sympathiques.

Accès des voyageurs

Vous avez accès à toutes les pièces de l'appartement dont tous les équipements sont mis à votre disposition.

Échanges avec les voyageurs

Documents, cartes et guides laissés à votre attention vous permettront d'organiser et de profiter pleinement de votre séjour. Nous restons également à votre disposition durant toute la durée de votre voyage.

Le quartier

Avec ses échoppes traditionnelles et sa jolie place animée de cafés et de commerces, le quartier Nansouty constitue un petit village tranquille et convivial dans la ville. A deux pas, au Marché des Capucins, vous pouvez savourer les traditionnelles huîtres du dimanche matin avant d'aller siroter un café sur la Place Saint Michel face à Flèche de style gothique et aux étals des antiquaires. Ce quartier, le plus cosmopolite de la ville, borde les quais aménagés de la Garonne et offre une multitude de restaurants et de bars, hauts lieux de regroupements des milieux artistiques.

Transports

Le logement est situé à proximité (2min) de plusieurs arrêt de bus et d'une station de vélo VCub , les stations des lignes de tramway St Michel et Bergonié sont respectivement à 10-15 min à pieds. La Gare est à 20min à pieds et est desservie par un bus dont l'arrêt est à 2min à pieds.

Autres remarques

Le sofa peut servir de couchage d'appoint supplémentaire pour une personne.

Femme active passionnée de voyage","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Nous pratiquons Airbnb dans le cadre de nos voyages. Nous sommes chez les autres, comme chez nous,respectueux des lieux, des personnes et de l'environnement , nous attendons de vous la pareille. L'appartement est non fumeur et les animaux ne sont pas autorisés.",1,78.55725116556732
13200645,https://www.airbnb.fr/rooms/13200645,Appartement cosy proche du centre ville,44.8518966522,-0.5912044405,"Notre appartement sans vis-à-vis et traversant est au deuxième et dernier étage d'un petit immeuble en pierres. Il dispose d'un salon/salle à manger cosy à la décoration soignée. Notre cuisine toute équipée est à votre disposition. La salle de bain propose une baignoire et les WC sont séparés. La chambre dispose d'un coin bureau, de rangements et d'un lit en 140.
Vous serez proche du centre ville et des commerces de proximité (supermarché, boulangerie, tabac presse...). Vcub et bus à proximité.

L'appartement est traversant et propose une chambre avec lit double, un WC séparé, une salle de bain avec baignoire, une cuisine toute équipée où vous pourrez cuisiner de bons petits plats (il y a vraiment tout ce qu'il faut !!).
La pièce de vie principale est composée d'un coin salon avec télévision et d'un coin repas.

Un livret d'accueil vous sera laissé à votre arrivée dans l'appartement !",2,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,15,300,Flexibles,"Accès des voyageurs

L'appartement est traversant et propose une chambre avec lit double, un WC séparé, une salle de bain avec baignoire, une cuisine toute équipée où vous pourrez cuisiner de bons petits plats (il y a vraiment tout ce qu'il faut !!).

La pièce de vie principale est composée d'un coin salon avec télévision et d'un coin repas.

Échanges avec les voyageurs

Un livret d'accueil vous sera laissé à votre arrivée dans l'appartement !","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux bébés (0-2 ans)

L'heure d'entrée dans les lieux est 16:00 - 19:00.

",2,65.54038881282577
